file_location,doi,title,authors,year,journal
https___openalex_org_W4401195623.txt,10.1177/08465371241260013,Canadian Association of Radiologists Statement on Environmental Sustainability in Medical Imaging,"[""Kate Hanneman"", ""Andrew Szava-Kovats"", ""Brent Burbridge"", ""David A. Leswick"", ""Brandon Nadeau"", ""Omar Islam"", ""Emil J. Y. Lee"", ""Alison Harris"", ""Candyce Hamel"", ""M. J. Brown""]",2024,Canadian Association of Radiologists Journal
pmc_PMC3158747.txt,10.1186/1741-7015-9-84,Comparative review of three cost-effectiveness models for rotavirus vaccines in national immunization programs; a generic approach applied to various regions in the world,"[""Maarten J Postma"", ""Mark Jit"", ""Mark H Rozenbaum"", ""Baudouin Standaert"", ""Hong-Anh Tu"", ""Raymond CW Hutubessy""]",2011,BMC Medicine
https___openalex_org_W4392642324.txt,10.1109/ojvt.2024.3375451,Sustainable Mobility in B5G/6G: V2X Technology Trends and Use Cases,"[""Sandra Roger"", ""Carmen Botella"", ""David Martín‐Sacristán"", ""David García‐Roger"", ""José F. Monserrat"", ""Tommy Svensson""]",2024,IEEE Open Journal of Vehicular Technology
https___openalex_org_W3127330188.txt,10.1016/j.sftr.2021.100044,Sustainability guidelines to attaining smart sustainable cities in developing countries: A Ghanaian context,"[""Prince Antwi-Afari"", ""De‐Graft Owusu‐Manu"", ""Barbara Simons"", ""Caleb Debrah"", ""Frank Ato Ghansah""]",2021,Sustainable Futures
pmc_PMC9891002.txt,10.4103/ijstd.ijstd_86_21,A retrospective analysis of sexually transmitted infections among males presenting to a tertiary care hospital of India,"[""Sunil Sethi"", ""Nandita Sharma"", ""Charu Singh"", ""Hemant Chaudhry"", ""Rajneesh Dadwal"", ""Sakshi Malhotra"", ""Vanita Gupta""]",2022,Indian Journal of Sexually Transmitted Diseases and AIDS
https___openalex_org_W4408201975.txt,10.1016/j.spc.2025.03.002,Prosumerism for sustainability,"[""Theodoros Daglis"", ""Maria-Anna Katsikogianni"", ""Dimitris Ipsakis"", ""Konstantinos P. Tsagarakis""]",2025,Sustainable Production and Consumption
https___openalex_org_W4214817836.txt,10.1016/j.horiz.2022.100012,How much is global business sectors contributing to sustainable development goals?,"[""Lan Song"", ""Xiaojiao Zhan"", ""Huahan Zhang"", ""Ming Xu"", ""Jianguo Liu"", ""Chunmiao Zheng""]",2022,Sustainable Horizons
pmc_PMC10058099.txt,10.3390/v15030691,Key Factors and Parameter Ranges for Immune Control of Equine Infectious Anemia Virus Infection,"[""Dylan Hull-Nye"", ""Tyler Meadows"", ""Stacey R. Smith?"", ""Elissa J. Schwartz""]",2023,Viruses
https___openalex_org_W3127952408.txt,10.1016/j.heliyon.2021.e06174,The intertwining of world news with Sustainable Development Goals: An effective monitoring tool,"[""Tímea Czvetkó"", ""Gergely Honti"", ""Viktor Sebestyén"", ""János Abonyi""]",2021,Heliyon
https___openalex_org_W4312225363.txt,10.3390/su142416808,Implementation of the Sustainable Cities and Communities Sustainable Development Goal (SDG) in the European Union,"[""Bartosz Bartniczak"", ""Andrzej Raszkowski""]",2022,Sustainability
https___openalex_org_W4385264008.txt,10.1002/cssc.202300492,"Kraft Lignin: A Valuable, Sustainable Resource, Opportunities and Challenges","[""Dimitris S. Argyropoulos"", ""Claudia Crestini"", ""Christian Dahlstrand"", ""Erik Furusjö"", ""Claudio Gioia"", ""Kerstin Jedvert"", ""Gunnar Henriksson"", ""Christian Hulteberg"", ""Martin Lawoko"", ""Clara Pierrou"", ""Joseph S. M. Samec"", ""Elena Subbotina"", ""Henrik Wallmo"", ""Martin Wimby""]",2023,ChemSusChem
https___openalex_org_W4399756784.txt,10.35534/spe.2024.10007,Biobased Vitrimers: A Sustainable Future,"[""Baoming Zhao"", ""Tuan Liu"", ""Mingen Fei"", ""Cheng Hao"", ""Brian J. Bliss"", ""Yiding Cao"", ""Jinwen Zhang""]",2024,Sustainable polymer & energy
https___openalex_org_W4383878407.txt,10.22452/ijie.vol15no3.2,"The Road to Sustainable Investing: Corporate Governance, Sustainable Development Goals, and the Financial Market","[""Ooi Kok Loang""]",2023,International journal of institutions and economies/Institutions and economies
https___openalex_org_W4294707525.txt,10.1002/ldr.4457,Evaluation of the United Nations Sustainable Development Goal 15.3.1 indicator of land degradation in the European Union,"[""Calogero Schillaci"", ""Arwyn T. Jones"", ""Diana Vieira"", ""Michele Munafò"", ""Luca Montanarella""]",2022,Land Degradation and Development
pmc_PMC10141058.txt,10.3390/membranes13040376,Directly Using Ti 3 C 2 T x MXene for a Solid-Contact Potentiometric pH Sensor toward Wearable Sweat pH Monitoring,"[""Rongfeng Liang"", ""Lijie Zhong"", ""Yirong Zhang"", ""Yitian Tang"", ""Meixue Lai"", ""Tingting Han"", ""Wei Wang"", ""Yu Bao"", ""Yingming Ma"", ""Shiyu Gan"", ""Li Niu""]",2023,Membranes
https___openalex_org_W4294958993.txt,10.3390/toxics10090525,Microalgal Phycoremediation: A Glimpse into a Sustainable Environment,"[""Biswajita Pradhan"", ""Prajna Paramita Bhuyan"", ""Rabindra Nayak"", ""Srimanta Patra"", ""Chhandashree Behera"", ""Jang‐Seu Ki"", ""Andrea Ragusa"", ""А. С. Лукаткин"", ""Mrutyunjay Jena""]",2022,Toxics
https___openalex_org_W3128866444.txt,10.1371/journal.pone.0244545,Climate change risk perception in the USA and alignment with sustainable travel behaviours,"[""Jean Fletcher"", ""James Higham"", ""Nancy Longnecker""]",2021,PLoS ONE
https___openalex_org_W4381470047.txt,10.1093/nutrit/nuad072,Development of food literacy in children and adolescents: implications for the design of strategies to promote healthier and more sustainable diets,"[""Gastón Ares"", ""Sofia De Rosso"", ""Carina Mueller"", ""Kaat Philippe"", ""Abigail Pickard"", ""Sophie Nicklaus"", ""Ellen van Kleef"", ""Paula Varela""]",2023,Nutrition Reviews
https___openalex_org_W4360610226.txt,10.1029/2022wr033256,Toward Sustainable Water Infrastructure: The State‐Of‐The‐Art for Modeling the Failure Probability of Water Pipes,"[""Ridwan Taiwo"", ""Mohamed El Amine Ben Seghier"", ""Tarek Zayed""]",2023,Water Resources Research
https___openalex_org_W3142302487.txt,10.1016/j.wasman.2021.03.025,Sustainable mobility: The route of tires through the circular economy model,"[""Javier Araujo‐Morera"", ""Raquel Verdejo"", ""Miguel A. López‐Manchado"", ""Marianella Hernández Santana""]",2021,Waste Management
https___openalex_org_W4283159828.txt,10.1016/j.jbusres.2022.05.063,‘Sustainable’ marketing mixes and the paradoxical consequences of good intentions,"[""Erik L. Olson""]",2022,Journal of Business Research
https___openalex_org_W4224213602.txt,10.3390/en15082954,"Recent Advances in Low-Carbon and Sustainable, Efficient Technology: Strategies and Applications","[""Wenxiao Chu"", ""Maria Vicidomini"", ""Francesco Calise"", ""Neven Duić"", ""Poul Alberg Østergaard"", ""Qiuwang Wang"", ""Maria da Graça Carvalho""]",2022,Energies
pmc_PMC9805888.txt,10.1089/soro.2021.0090,Patient-Specific Magnetic Catheters for Atraumatic Autonomous Endoscopy,"[""Giovanni Pittiglio"", ""Peter Lloyd"", ""Tomas da Veiga"", ""Onaizah Onaizah"", ""Cecilia Pompili"", ""James H. Chandler"", ""Pietro Valdastri""]",2022,Soft Robotics
https___openalex_org_W4397049859.txt,10.1016/j.mtsust.2024.100842,Chemical fundamentals of geopolymers in sustainable construction,"[""Makungu M. Madirisha"", ""Opeoluwa R. Dada"", ""Bolanle Deborah Ikotun""]",2024,Materials Today Sustainability
https___openalex_org_W4221002524.txt,10.3390/su14063436,Think Twice to Achieve a Sustainable Project Management: From Ecological Sustainability towards the Sustainable Project Management Cube Model,"[""Raquel Castro Madureira"", ""Cláudia Sousa Silva"", ""Marlene Amorim"", ""Marta Ferreira Dias"", ""Bruno Lins"", ""Gisela Mello""]",2022,Sustainability
https___openalex_org_W4318899300.txt,10.1002/dro2.43,Sustainable dropwise condensation enabled ultraefficient heat pipes,"[""Wei Chang"", ""Kai Luo"", ""Pengtao Wang"", ""Ahmed A. Abdulshaheed"", ""Chen Li""]",2023,Droplet
https___openalex_org_W4408591050.txt,10.3390/admsci15030107,"Digital Transformation in SMEs: Enablers, Interconnections, and a Framework for Sustainable Competitive Advantage","[""Eyüp Kahveci""]",2025,Administrative Sciences
https___openalex_org_W4297835373.txt,10.17549/gbfr.2022.27.4.46,"Relationship of Social Sustainability, Operational Performance and Economic Performance in Sustainable Supply Chain Management","[""Ngoc-Hong Duong""]",2022,GLOBAL BUSINESS & FINANCE REVIEW
https___openalex_org_W4391656162.txt,10.3390/foods13040521,Generational Differences in Food Choices and Consumer Behaviors in the Context of Sustainable Development,"[""Marta Makowska"", ""Rafał Boguszewski"", ""Arleta Hrehorowicz""]",2024,Foods
https___openalex_org_W4301398420.txt,10.1108/aaaj-06-2021-5330,Orchestration and consolidation in corporate sustainability reporting. The legacy of the Corporate Reporting Dialogue,"[""N. Rowbottom""]",2022,Accounting Auditing & Accountability Journal
pmc_PMC10310485.txt,10.5045/br.2023.2023066,A survey evaluating hematology physicians’ perspectives on central nervous system prophylaxis,"[""Ufuk Demirci"", ""Meltem Kurt Yüksel"", ""Hakkı Onur Kırkızlar"", ""Elif Birtaş Ateşoğlu"", ""Özgür Mehtap"", ""Ozan Salim"", ""Ahmet Muzaffer Demir"", ""Olga Meltem Akay""]",2023,Blood Research
https___openalex_org_W4292962346.txt,10.3390/en15166042,"The Theoretical, Practical, and Technological Foundations of the 15-Minute City Model: Proximity and Its Environmental, Social and Economic Benefits for Sustainability","[""Zaheer Allam"", ""Simon Elias Bibri"", ""Didier Chabaud"", ""Carlos Moreno""]",2022,Energies
https___openalex_org_W4402827138.txt,10.1038/s44264-024-00024-2,Mulched drip irrigation: a promising practice for sustainable agriculture in China’s arid region,"[""Zhenhua Wang"", ""Rui Chen"", ""Wenhao Li"", ""Jihong Zhang"", ""Jinzhu Zhang"", ""Libing Song"", ""Jiulong Wang"", ""Haiqiang Li"", ""Hongchen Mou"", ""Zhaoyang Li"", ""Carlos Rogério de Mello"", ""Patrick J. Drohan"", ""Li Guo""]",2024,npj Sustainable Agriculture
pmc_PMC10141117.txt,10.3390/jcm12082931,"Efficacy, Safety, and Outcomes following Accelerated and Iontophoresis Corneal Crosslinking in Progressive Keratoconus","[""Sami Saad"", ""Rana Saad"", ""Isabelle Goemaere"", ""Roxane Cuyaubere"", ""Marie Borderie"", ""Vincent Borderie"", ""Nacim Bouheraoua""]",2023,Journal of Clinical Medicine
pmc_PMC4178384.txt,10.3201/eid2009.140142,"Passive Surveillance for Azole-Resistant Aspergillus fumigatus , United States, 2011–2013","[""Cau D. Pham"", ""Errol Reiss"", ""Ferry Hagen"", ""Jacques F. Meis"", ""Shawn R. Lockhart""]",2014,Emerging Infectious Diseases
pmc_PMC9805655.txt,10.25259/sni_1013_2022,IgG4-related hypophysitis: A monocentric experience from North India,"[""Ananda Mohan Chakraborty"", ""Sushant Kumar Sahoo"", ""Debajyoti Chatterjee"", ""Pinaki Dutta"", ""Rajender Kumar"", ""Sanjay Kumar Bhadada""]",2022,Surgical Neurology International
pmc_PMC9803238.txt,10.1371/journal.pone.0269509,Exploring county-level spatio-temporal patterns in opioid overdose related emergency department visits,"[""Angeela Acharya"", ""Alyssa M. Izquierdo"", ""Stefanie F. Gonçalves"", ""Rebecca A. Bates"", ""Faye S. Taxman"", ""Martin P. Slawski"", ""Huzefa S. Rangwala"", ""Siddhartha Sikdar""]",2022,PLOS ONE
https___openalex_org_W4400194352.txt,10.30574/gscarr.2024.19.3.0236,Aligning sustainable development goals with cybersecurity strategies: Ensuring a secure and sustainable future,"[""Adebimpe Bolatito Ige"", ""Eseoghene Kupa"", ""Oluwatosin Ilori""]",2024,GSC Advanced Research and Reviews
pmc_PMC9805972.txt,10.1016/j.ocarto.2022.100323,The search for systemic biomarkers for monitoring degenerative lumbar spinal disorders,"[""Nader Tarabeih"", ""Adel Shalata"", ""Orabi Higla"", ""Alexander Kalinkovich"", ""Gregory Livshits""]",2022,Osteoarthritis and Cartilage Open
https___openalex_org_W4402762336.txt,10.1007/s42398-024-00324-w,The safe-and-sustainable-by-design concept: innovating towards a more sustainable future,"[""Lya G. Soeteman‐Hernández"", ""Christina Apel"", ""Bernd Nowack"", ""Akshat Sudheshwar"", ""Claudia Som"", ""Elina Huttunen‐Saarivirta"", ""Anna Tenhunen‐Lunkka"", ""Johanna Scheper"", ""Andreas Falk"", ""Eugenia Valsami‐Jones"", ""Cris Rocca"", ""Maurice Brennan"", ""A. Igartua"", ""Gemma Mendoza"", ""Klara Midander"", ""Emma Strömberg"", ""Klaus Kümmerer""]",2024,Environmental Sustainability
pmc_PMC10364912.txt,10.1093/bjs/znab089,Racial disparity in curative treatment and survival from solid-organ cancers,"[""S K Kamarajah"", ""P Sylla"", ""S R Markar""]",2021,The British Journal of Surgery
https___openalex_org_W3156240474.txt,10.3390/jof7040314,Bioprospecting of Rhizosphere-Resident Fungi: Their Role and Importance in Sustainable Agriculture,"[""M. Murali"", ""Banu Naziya"", ""Mohammad Azam Ansari"", ""Mohammad N. Alomary"", ""Sami A. Alyahya"", ""Ahmad Almatroudi"", ""M. C. Thriveni"", ""Hittanahallikoppal Gajendramurthy Gowtham"", ""Sudarshana Brijesh Singh"", ""Mohammed Aiyaz"", ""Nataraj Kalegowda"", ""N. Lakshmidevi"", ""K. N. Amruthesh""]",2021,Journal of Fungi
pmc_PMC10063567.txt,10.1038/s41598-023-32393-y,Experimental study on the galloping characteristics of single ice-coated transmission lines under oblique flows,"[""Mingyang Gao"", ""Zhaoqing Chen"", ""Jin Su"", ""Ning Su"", ""Chuncheng Liu"", ""Jinlong Zhang"", ""Huiru Chen""]",2023,Scientific Reports
https___openalex_org_W4401887817.txt,10.1186/s13677-024-00696-8,"Using blockchain and AI technologies for sustainable, biodiverse, and transparent fisheries of the future","[""Naif Alsharabi"", ""Jalel Ktari"", ""Tarek Frikha"", ""Abdulaziz M. Alayba"", ""Abdullah J. Alzahrani"", ""Amr Mohsen Jadi"", ""Habib Hamam""]",2024,Journal of Cloud Computing Advances Systems and Applications
pmc_PMC3585905.txt,10.2165/11539090-000000000-00000,Visual Field Protective Effect of Erigeron breviscapus (vant.) Hand. Mazz. Extract on Glaucoma with Controlled Intraocular Pressure,"[""Yisheng Zhong"", ""Minhong Xiang"", ""Wen Ye"", ""Yu Cheng"", ""Youqin Jiang""]",2012,Drugs in R&D
https___openalex_org_W3172222912.txt,10.3390/su13116260,"Sustainable Agri-Food Systems: Environment, Economy, Society, and Policy","[""Hamid El Bilali"", ""Carola Strassner"", ""Tarek Ben Hassen""]",2021,Sustainability
https___openalex_org_W3157032936.txt,10.1016/j.cej.2021.129952,Chemical Recycling of Post-Consumer PLA Waste for Sustainable Production of Ethyl Lactate,"[""Pranav Majgaonkar"", ""Ronny Hanich"", ""Frank Malz"", ""Robert Brüll""]",2021,Chemical Engineering Journal
pmc_PMC10045714.txt,10.3201/eid2904.221439,Nocardia pseudobrasiliensis Co-infection in SARS-CoV-2 Patients,"[""Daniel Beau Stamos"", ""Aldo Barajas-Ochoa"", ""Jillian E. Raybould""]",2023,Emerging Infectious Diseases
https___openalex_org_W4407719057.txt,10.1038/s41467-025-57028-w,Sustainable pest management using plant secondary metabolites regulated azadirachtin nano-assemblies,"[""Xiaohong Zhang"", ""Jianhua Xiao"", ""Yuqi Huang"", ""Yulu Liu"", ""Gaohua Hu"", ""Weiyao Yan"", ""Guangyao Yan"", ""Qing Guo"", ""Jiawei Shi"", ""Ruyue Han"", ""Jianqiang Li"", ""Gang Tang"", ""Yongsong Cao""]",2025,Nature Communications
https___openalex_org_W4221105589.txt,10.1002/bse.3029,Blockchain technologies as enablers of supply chain mapping for sustainable supply chains,"[""Sharfuddin Ahmed Khan"", ""Muhammad Shujaat Mubarik"", ""Simonov Kusi‐Sarpong"", ""Himanshu Gupta"", ""Syed Imran Zaman"", ""Mobashar Mubarik""]",2022,Business Strategy and the Environment
pmc_PMC8810266.txt,10.1016/j.jmoldx.2021.12.008,Coronavirus Disease 2019 Diagnosis in Low- and Middle-Income Countries,"[""Alaine Umubyeyi Nyaruhirira"", ""Jerod N. Scholten"", ""Mustapha Gidado"", ""Pedro G. Suarez""]",2022,The Journal of Molecular Diagnostics : JMD
https___openalex_org_W4367624896.txt,10.3390/membranes13050490,Microbial Fuel Cell Construction Features and Application for Sustainable Wastewater Treatment,"[""Hridoy Roy"", ""Tanzim Ur Rahman"", ""Nishat Tasnim"", ""Jannatul Arju"", ""Md. Mustafa Rafid"", ""Md. Reazul Islam"", ""Md. Nahid Pervez"", ""Yingjie Cai"", ""Vincenzo Naddeo"", ""Md. Shahinoor Islam""]",2023,Membranes
https___openalex_org_W4206778451.txt,10.1038/s42949-021-00046-6,Challenging the sustainability of urban beekeeping using evidence from Swiss cities,"[""Joan Casanelles‐Abella"", ""Marco Moretti""]",2022,npj Urban Sustainability
pmc_PMC10063399.txt,10.5758/vsi.230011,Right Gastroepiploic Artery Transposition for a Common Hepatic Artery and Proper Hepatic Artery Aneurysm Repair,"[""Deokbi Hwang"", ""Hyeon Ju Kim"", ""Hyung-Kee Kim"", ""Seung Huh"", ""Woo-Sung Yun""]",2023,Vascular Specialist International
https___openalex_org_W4390581087.txt,10.1002/bbb.2559,Recent advances on environmentally sustainable valorization of spent mushroom substrate: A review,"[""Aafia Kousar"", ""Hasnat Ayub Khan"", ""Soban Farid"", ""Quan-Bao Zhao"", ""Iftikhar Zeb""]",2024,Biofuels Bioproducts and Biorefining
